word,affix,label,hyphen
ungrammatical,un,0,un-grammatical
indistinguishable,in,0,in-distinguishable
plausible,-,1,-
broken,-,1,-
hesitantly,-,1,-
unwelcome,un,0,un-welcome
freeze,-,1,-
infidelity,in,0,in-fidelity
joylessly,less,0,joy-lessly
make,-,1,-
untheatrical,un,0,un-theatrical
dematerialise,de,0,de-materialise
disjoin,dis,0,dis-join
approvingly,-,1,-
institutional,-,1,-
permissibly,-,1,-
harmonious,-,1,-
intransitivity,in,0,in-transitivity
odorize,-,1,-
extraordinary,extra,0,extra-ordinary
decision,-,1,-
atonal,a,0,a-tonal
overspend,-,1,-
disintegrate,dis,0,dis-integrate
glazed,-,1,-
untalented,un,0,un-talented
concentrated,-,1,-
unsaddle,un,0,un-saddle
auspicious,-,1,-
bimodal,-,1,-
malodorous,mal,0,mal-odorous
activate,-,1,-
corporeality,-,1,-
rimless,less,0,rim-less
unobstructed,un,0,un-obstructed
horned,-,1,-
nonmember,non,0,non-member
inefficacious,in,0,in-efficacious
fissile,-,1,-
unambitiously,un,0,un-ambitiously
penitent,-,1,-
insignificant,in,0,in-significant
non-invertible,non,0,non--invertible
modifiable,-,1,-
webbed,-,1,-
agreeable,-,1,-
propriety,-,1,-
unhurried,un,0,un-hurried
ill-natured,ill,0,ill--natured
unsworn,un,0,un-sworn
moderation,-,1,-
operable,-,1,-
syndetic,-,1,-
corrupt,-,1,-
creativeness,-,1,-
well-advised,-,1,-
unpretentious,un,0,un-pretentious
soled,-,1,-
maturity,-,1,-
groomed,-,1,-
written,-,1,-
organize,-,1,-
cheerlessly,less,0,cheer-lessly
tie,-,1,-
ineloquently,in,0,in-eloquently
considerate,-,1,-
unsociable,un,0,un-sociable
engage,-,1,-
alarming,-,1,-
peaceful,-,1,-
synchronization,-,1,-
rusted,-,1,-
crowded,-,1,-
derived,-,1,-
appealable,-,1,-
disenfranchised,dis,0,dis-enfranchised
anhydrous,an,0,an-hydrous
unsold,un,0,un-sold
disunion,dis,0,dis-union
unseasonableness,un,0,un-seasonableness
comfort,-,1,-
nondeductible,non,0,non-deductible
unprovocative,un,0,un-provocative
smoker,-,1,-
attentiveness,-,1,-
unlawfulness,un,0,un-lawfulness
personalise,-,1,-
intelligibly,-,1,-
unprecedented,un,0,un-precedented
audibility,-,1,-
unpopular,un,0,un-popular
designed,-,1,-
sheathed,-,1,-
proliferation,-,1,-
communicate,-,1,-
stained,-,1,-
accuracy,-,1,-
unselfishly,un,0,un-selfishly
untapped,un,0,un-tapped
typicality,-,1,-
representative,-,1,-
certify,-,1,-
palatability,-,1,-
uncrate,un,0,un-crate
reliably,-,1,-
impracticability,im,0,im-practicability
incoordination,in,0,in-coordination
in-basket,-,1,-
numerate,-,1,-
tied,-,1,-
accelerate,-,1,-
righteously,-,1,-
unformed,un,0,un-formed
taxable,-,1,-
specific,-,1,-
revealing,re,0,re-vealing
legible,-,1,-
invertebrate,in,0,in-vertebrate
scramble,-,1,-
detribalisation,de,0,de-tribalisation
impressionable,-,1,-
humaneness,-,1,-
lock,-,1,-
liberality,-,1,-
immature,im,0,im-mature
mutable,-,1,-
crucial,-,1,-
superhuman,-,1,-
disclaim,dis,0,dis-claim
impatient,im,0,im-patient
ordinary,-,1,-
felicitous,-,1,-
forgivably,-,1,-
incompatibly,in,0,in-compatibly
photosynthetic,-,1,-
compression,-,1,-
specified,-,1,-
inanimateness,in,0,in-animateness
inviting,-,1,-
nonwoody,non,0,non-woody
disprove,dis,0,dis-prove
trustworthiness,-,1,-
twine,-,1,-
favorable,-,1,-
identifiable,-,1,-
asymmetrically,a,0,a-symmetrically
neurotic,-,1,-
unspecified,un,0,un-specified
mechanical,-,1,-
necessary,-,1,-
impalpable,im,0,im-palpable
ability,-,1,-
unservile,un,0,un-servile
ruminant,-,1,-
backed,-,1,-
chromatic_color,-,1,-
accessible,-,1,-
orienting,-,1,-
sincerely,-,1,-
cautious,-,1,-
unwind,un,0,un-wind
destabilise,de,0,de-stabilise
unscholarly,un,0,un-scholarly
respect,-,1,-
sane,-,1,-
unseasoned,un,0,un-seasoned
symmetrical,-,1,-
unstrain,un,0,un-strain
reversible,-,1,-
chartered,-,1,-
fame,-,1,-
politely,-,1,-
historical,-,1,-
determinable,-,1,-
unbind,un,0,un-bind
disordered,dis,0,dis-ordered
uneager,un,0,un-eager
ungregarious,un,0,un-gregarious
subartesian,sub,0,sub-artesian
internally,in,0,in-ternally
inhospitably,in,0,in-hospitably
unabused,un,0,un-abused
tastefulness,-,1,-
unmake,un,0,un-make
perplexed,-,1,-
antipyretic,anti,0,anti-pyretic
intense,in,0,in-tense
inconsequence,in,0,in-consequence
discontinue,dis,0,dis-continue
integration,in,0,in-tegration
undervalue,under,0,under-value
consciously,-,1,-
undifferentiated,un,0,un-differentiated
melodiously,-,1,-
expansive,-,1,-
worker,-,1,-
decrease,de,0,de-crease
grammatically,-,1,-
dedicated,-,1,-
disagreeable,dis,0,dis-agreeable
appetizing,-,1,-
acarpelous,a,0,a-carpelous
selfishly,-,1,-
pleasantly,-,1,-
oxidise,-,1,-
undesirability,un,0,un-desirability
diabatic,-,1,-
earned_run,-,1,-
bracteate,-,1,-
heedful,-,1,-
abused,-,1,-
seaworthy,-,1,-
behave,-,1,-
inextinguishable,in,0,in-extinguishable
sensitise,-,1,-
enchanted,-,1,-
appreciation,-,1,-
rhymed,-,1,-
shrinkable,-,1,-
slippery,-,1,-
incurious,in,0,in-curious
unnaturalness,un,0,un-naturalness
disinherit,dis,0,dis-inherit
disagreement,dis,0,dis-agreement
concern,-,1,-
modified,-,1,-
incredibility,in,0,in-credibility
consistency,-,1,-
expressible,-,1,-
securely,-,1,-
restrictive,-,1,-
noncombustible,non,0,non-combustible
reasonable,-,1,-
unstable,un,0,un-stable
untimbered,un,0,un-timbered
tonal,-,1,-
mismatched,mis,0,mis-matched
lodge,-,1,-
formality,-,1,-
glorious,-,1,-
anticlimactic,anti,0,anti-climactic
unclearness,un,0,un-clearness
tolerant,-,1,-
dishonesty,dis,0,dis-honesty
decentralized,de,0,de-centralized
unseamanlike,un,0,un-seamanlike
impenetrability,im,0,im-penetrability
insanity,in,0,in-sanity
orthodox,-,1,-
union,-,1,-
unproductively,un,0,un-productively
attachable,-,1,-
alienable,-,1,-
decriminalisation,de,0,de-criminalisation
nondevelopment,non,0,non-development
disorganized,dis,0,dis-organized
differentiated,-,1,-
imperishable,im,0,im-perishable
motion,-,1,-
dishonorably,dis,0,dis-honorably
undrained,un,0,un-drained
unregenerate,un,0,un-regenerate
fragrant,-,1,-
tongued,-,1,-
informal,in,0,in-formal
responsiveness,-,1,-
unidentifiable,un,0,un-identifiable
transitively,-,1,-
salubriousness,-,1,-
conjunctive,-,1,-
incautious,in,0,in-cautious
inconclusively,in,0,in-conclusively
ostentatious,-,1,-
instructive,-,1,-
unmodifiable,un,0,un-modifiable
toed,-,1,-
unaddicted,un,0,un-addicted
unclog,un,0,un-clog
changed,-,1,-
leaded,-,1,-
ineffectively,in,0,in-effectively
playable,-,1,-
mobile,-,1,-
printable,-,1,-
unobtrusively,un,0,un-obtrusively
differentiate,-,1,-
invariability,in,0,in-variability
inaccurately,in,0,in-accurately
effective,-,1,-
entangle,-,1,-
contraindication,contra,0,contra-indication
fearfully,-,1,-
brainwashed,-,1,-
unprepared,un,0,un-prepared
demythologize,de,0,de-mythologize
stabilisation,-,1,-
colourless,less,0,colour-less
unpack,un,0,un-pack
burdened,-,1,-
disable,dis,0,dis-able
usefully,-,1,-
unseemliness,un,0,un-seemliness
swept,-,1,-
clean,-,1,-
utility,-,1,-
continuous,-,1,-
characteristic,-,1,-
subsurface,sub,0,sub-surface
atrophied,-,1,-
unlubricated,un,0,un-lubricated
standard,-,1,-
speaking,-,1,-
incompatibility,in,0,in-compatibility
beneficed,-,1,-
unsuitableness,un,0,un-suitableness
intelligible,-,1,-
unjust,un,0,un-just
industrial,-,1,-
nonadsorbent,non,0,non-adsorbent
indiscreetly,in,0,in-discreetly
yoke,-,1,-
trust,-,1,-
declassify,de,0,de-classify
couple,-,1,-
unenclosed,un,0,un-enclosed
syncategorem,syn,0,syn-categorem
stratified,-,1,-
import,im,0,im-port
dignified,-,1,-
unpardonable,un,0,un-pardonable
immediacy,im,0,im-mediacy
nonruminant,non,0,non-ruminant
unintelligibly,un,0,un-intelligibly
unconnected,un,0,un-connected
improbable,im,0,im-probable
permissive,-,1,-
unproductive,un,0,un-productive
used,-,1,-
undiplomatically,un,0,un-diplomatically
fictional,-,1,-
unsupported,un,0,un-supported
insecure,in,0,in-secure
assortative_mating,-,1,-
antimagnetic,anti,0,anti-magnetic
responsive,-,1,-
relevance,-,1,-
crystalline,-,1,-
inutility,in,0,in-utility
imponderable,im,0,im-ponderable
undependable,un,0,un-dependable
measurably,-,1,-
frozen,-,1,-
imperceptible,im,0,im-perceptible
untrustiness,un,0,un-trustiness
wrap,-,1,-
laced,-,1,-
contestable,-,1,-
fertility,-,1,-
determined,-,1,-
indiscipline,in,0,in-discipline
box,-,1,-
unreliableness,un,0,un-reliableness
desensitise,de,0,de-sensitise
roofed,-,1,-
decalcify,de,0,de-calcify
supported,-,1,-
implausible,im,0,im-plausible
discourteously,dis,0,dis-courteously
attach,-,1,-
nonexistent,non,0,non-existent
probable,-,1,-
indulgent,-,1,-
incompatible,in,0,in-compatible
harmlessly,less,0,harm-lessly
organise,-,1,-
avow,-,1,-
unreliability,un,0,un-reliability
bolt,-,1,-
democratically,-,1,-
impurity,im,0,im-purity
unassertive,un,0,un-assertive
unsusceptibility,un,0,un-susceptibility
miscible,-,1,-
obedience,-,1,-
normotensive,-,1,-
indigestible,in,0,in-digestible
disfluency,dis,0,dis-fluency
aligned,-,1,-
understate,under,0,under-state
crossed,-,1,-
injudiciousness,in,0,in-judiciousness
unfairly,un,0,un-fairly
knowingly,-,1,-
unshockable,un,0,un-shockable
nonabsorbency,non,0,non-absorbency
coiled,-,1,-
unweave,un,0,un-weave
typical,-,1,-
strap,-,1,-
uninsurability,un,0,un-insurability
ionized,-,1,-
nonaddictive,non,0,non-addictive
unerect,un,0,un-erect
denationalize,de,0,de-nationalize
unfairness,un,0,un-fairness
chivalrously,-,1,-
predictable,-,1,-
inexcusable,in,0,in-excusable
substantial,-,1,-
enabling,-,1,-
uncross,un,0,un-cross
inevitable,in,0,in-evitable
content,-,1,-
sure,-,1,-
effortless,less,0,effort-less
manageably,-,1,-
unsaddled,un,0,un-saddled
painful,-,1,-
screw,-,1,-
hierarchical,-,1,-
christian,-,1,-
nonfunctional,non,0,non-functional
unpropitious,un,0,un-propitious
inharmonious,in,0,in-harmonious
spatial,-,1,-
expediency,-,1,-
replaceable,-,1,-
violently,-,1,-
unpretentiously,un,0,un-pretentiously
powerful,-,1,-
unappealing,un,0,un-appealing
nonsuppurative,non,0,non-suppurative
carved,-,1,-
roofless,less,0,roof-less
undeceive,un,0,un-deceive
unaltered,un,0,un-altered
unnatural,un,0,un-natural
unsatisfactoriness,un,0,un-satisfactoriness
hypokalemia,hypo,0,hypo-kalemia
unargumentative,un,0,un-argumentative
pregnant,-,1,-
uncollected,un,0,un-collected
jawed,-,1,-
drinkable,-,1,-
washable,-,1,-
consecrated,-,1,-
impiety,im,0,im-piety
capable,-,1,-
sociably,-,1,-
nonproliferation,non,0,non-proliferation
unbelted,un,0,un-belted
untrustworthy,un,0,un-trustworthy
dynamic,-,1,-
nontechnical,non,0,non-technical
singular_matrix,-,1,-
unpropitiously,un,0,un-propitiously
decentralization,de,0,de-centralization
engagement,-,1,-
unperceptiveness,un,0,un-perceptiveness
becomingness,-,1,-
unoriented,un,0,un-oriented
unreality,un,0,un-reality
inheritable,-,1,-
unstratified_language,un,0,un-stratified_language
unpaintable,un,0,un-paintable
unactable,un,0,un-actable
nonsurgical,non,0,non-surgical
counterrevolutionary,counter,0,counter-revolutionary
prudent,-,1,-
antiseptic,anti,0,anti-septic
illegibility,il,0,il-legibility
enchant,-,1,-
colored,-,1,-
humanize,-,1,-
reported,-,1,-
powered,-,1,-
congruity,-,1,-
unintelligent,un,0,un-intelligent
immortal,im,0,im-mortal
occupied,-,1,-
type,-,1,-
faithful,-,1,-
priestly,-,1,-
conditionally,-,1,-
trustfully,-,1,-
aperiodic,a,0,a-periodic
sworn,-,1,-
tractability,-,1,-
unquietly,un,0,un-quietly
unsatisfactorily,un,0,un-satisfactorily
deglycerolize,de,0,de-glycerolize
mown,-,1,-
atypicality,a,0,a-typicality
untouched,un,0,un-touched
unmelodiously,un,0,un-melodiously
unethical,un,0,un-ethical
underspend,under,0,under-spend
intentionally,-,1,-
piety,-,1,-
inelasticity,in,0,in-elasticity
abranchiate,a,0,a-branchiate
unbox,un,0,un-box
emersion,-,1,-
protected,-,1,-
capableness,-,1,-
conspicuous,-,1,-
prescription,-,1,-
dispensable,-,1,-
loamless,less,0,loam-less
lamented,-,1,-
dishonorableness,dis,0,dis-honorableness
unshelled,un,0,un-shelled
movability,-,1,-
unacknowledged,un,0,un-acknowledged
nonradioactive,non,0,non-radioactive
graciousness,-,1,-
indistinctness,in,0,in-distinctness
unwillingly,un,0,un-willingly
topped,-,1,-
spineless,less,0,spine-less
admissibility,-,1,-
explicit,-,1,-
humorless,less,0,humor-less
unlucky,un,0,un-lucky
concentrate,-,1,-
mortal,-,1,-
distributed,dis,0,dis-tributed
constitutional,-,1,-
perceptibility,-,1,-
unneighborliness,un,0,un-neighborliness
conscientious,-,1,-
unpeaceful,un,0,un-peaceful
infeasibility,in,0,in-feasibility
impartiality,im,0,im-partiality
immobile,im,0,im-mobile
womanly,-,1,-
noncellular,non,0,non-cellular
impious,im,0,im-pious
uninterestingly,un,0,un-interestingly
noncollapsible,non,0,non-collapsible
addictive,-,1,-
distinctness,-,1,-
unleavened,un,0,un-leavened
accommodating,-,1,-
errancy,-,1,-
detransitivize,de,0,de-transitivize
illogically,il,0,il-logically
adducent,-,1,-
assisted,-,1,-
supportive,-,1,-
overstock,-,1,-
nonmodern,non,0,non-modern
pointless,less,0,point-less
theatrical,-,1,-
loading,-,1,-
unloaded,un,0,un-loaded
overbid,-,1,-
immeasurable,im,0,im-measurable
infinite,in,0,in-finite
unsteadily,un,0,un-steadily
tractable,-,1,-
frequent,-,1,-
unadaptability,un,0,un-adaptability
soundness,-,1,-
cleanliness,-,1,-
heedfulness,-,1,-
efficient,-,1,-
frequently,-,1,-
wary,-,1,-
impractical,im,0,im-practical
unpatriotic,un,0,un-patriotic
inexpedient,in,0,in-expedient
impaired,-,1,-
realistically,-,1,-
orderliness,-,1,-
maturely,-,1,-
astringent,-,1,-
distrustful,dis,0,dis-trustful
indecorum,in,0,in-decorum
affectedness,-,1,-
judiciously,-,1,-
impossibly,im,0,im-possibly
bellied,-,1,-
wanted,-,1,-
deniable,-,1,-
scientific,-,1,-
unselected,un,0,un-selected
posed,-,1,-
disagree,dis,0,dis-agree
gratefully,-,1,-
untruthful,un,0,un-truthful
denazify,de,0,de-nazify
veil,-,1,-
connectedness,-,1,-
flowerless,less,0,flower-less
alphabetic,-,1,-
uncongeniality,un,0,un-congeniality
nationalise,-,1,-
arbitrary,-,1,-
disapprove,dis,0,dis-approve
harmless,less,0,harm-less
awnless,less,0,awn-less
seasonably,-,1,-
resoluteness,-,1,-
opportunely,-,1,-
unseasonable,un,0,un-seasonable
unpatronized,un,0,un-patronized
hopeless,less,0,hope-less
conditional,-,1,-
credibility,-,1,-
underpay,under,0,under-pay
moderate,-,1,-
unaccompanied,un,0,un-accompanied
starless,less,0,star-less
uncut,un,0,un-cut
inactivation,in,0,in-activation
exclude,ex,0,ex-clude
understood,-,1,-
uncompartmented,un,0,un-compartmented
generous,-,1,-
hypotonus,hypo,0,hypo-tonus
enable,-,1,-
unbelief,un,0,un-belief
aptitude,-,1,-
unstaged,un,0,un-staged
hypoparathyroidism,hypo,0,hypo-parathyroidism
unnaturally,un,0,un-naturally
unsuccessfully,un,0,un-successfully
honesty,-,1,-
honorably,-,1,-
modesty,-,1,-
exhausted,-,1,-
indispensable,in,0,in-dispensable
nonalignment,non,0,non-alignment
ungratefully,un,0,un-gratefully
untangled,un,0,un-tangled
convincingly,-,1,-
nonvolatile_storage,non,0,non-volatile_storage
military,-,1,-
trustworthy,-,1,-
unfastidious,un,0,un-fastidious
effectiveness,-,1,-
incoherently,in,0,in-coherently
dissuasion,dis,0,dis-suasion
displeased,dis,0,dis-pleased
uncharacteristically,un,0,un-characteristically
ribbed,-,1,-
felicitously,-,1,-
unoffending,un,0,un-offending
complimentary,-,1,-
dissimilate,dis,0,dis-similate
unemployment,un,0,un-employment
nonreturnable,non,0,non-returnable
ungathered,un,0,un-gathered
serviceable,-,1,-
unlimited,un,0,un-limited
nonparticipation,non,0,non-participation
noninfectious,non,0,non-infectious
permeable,-,1,-
impreciseness,im,0,im-preciseness
impossible,im,0,im-possible
unbutton,un,0,un-button
reportable,-,1,-
unevenly,un,0,un-evenly
integrate,-,1,-
noticeable,-,1,-
pleased,-,1,-
oblige,-,1,-
stoppable,-,1,-
flowering,-,1,-
motorized,-,1,-
unholy,un,0,un-holy
untipped,un,0,un-tipped
loamy,-,1,-
decrescendo,de,0,de-crescendo
consequence,-,1,-
legitimately,-,1,-
happy,-,1,-
disorganise,dis,0,dis-organise
irreligious,ir,0,ir-religious
hypotonicity,hypo,0,hypo-tonicity
unharness,un,0,un-harness
unprintable,un,0,un-printable
discomposed,dis,0,dis-composed
inexpressible,in,0,in-expressible
liked,-,1,-
contraindicate,contra,0,contra-indicate
tastelessly,less,0,taste-lessly
congruous,-,1,-
permanence,-,1,-
hopeful,-,1,-
expedience,-,1,-
declassification,de,0,de-classification
nonmigratory,non,0,non-migratory
paved,-,1,-
counterclockwise,counter,0,counter-clockwise
musically,-,1,-
legitimacy,-,1,-
dedifferentiate,de,0,de-differentiate
inboard,-,1,-
mercilessness,less,0,merci-lessness
infelicitous,in,0,in-felicitous
inactiveness,in,0,in-activeness
corruptibility,-,1,-
irregularity,ir,0,ir-regularity
noncombinative,non,0,non-combinative
appropriate,-,1,-
desirable,-,1,-
seasonableness,-,1,-
collected,-,1,-
dissimilitude,dis,0,dis-similitude
inconsistently,in,0,in-consistently
usefulness,-,1,-
de-iodinating,de,0,de--iodinating
unwellness,un,0,un-wellness
motility,-,1,-
competitive,-,1,-
affixed,-,1,-
uninquiring,un,0,un-inquiring
incomprehension,in,0,in-comprehension
sensitive,-,1,-
comprehension,-,1,-
forceless,less,0,force-less
constructiveness,-,1,-
unstained,un,0,un-stained
implicit,im,0,im-plicit
disreputability,dis,0,dis-reputability
nonworker,non,0,non-worker
translatable,-,1,-
unrestraint,un,0,un-restraint
regulate,-,1,-
scheduled,-,1,-
uncaulked,un,0,un-caulked
packaged,-,1,-
unbarreled,un,0,un-barreled
dislike,dis,0,dis-like
convertible,-,1,-
discriminate,-,1,-
dissent,dis,0,dis-sent
inflexible,in,0,in-flexible
sympathetically,-,1,-
moneyed,-,1,-
unangry,un,0,un-angry
uncle,un,0,un-cle
unbecomingness,un,0,un-becomingness
out-basket,out,0,out--basket
incurable,in,0,in-curable
potent,-,1,-
kindness,-,1,-
operative,-,1,-
shaven,-,1,-
addicted,-,1,-
unconstitutional,un,0,un-constitutional
unfree,un,0,un-free
avascular,a,0,a-vascular
elasticity,-,1,-
inhibited,-,1,-
similar,-,1,-
unfasten,un,0,un-fasten
nonpolitical,non,0,non-political
hypovolemia,hypo,0,hypo-volemia
unsportingly,un,0,un-sportingly
unwaxed,un,0,un-waxed
unmade,un,0,un-made
unrigged,un,0,un-rigged
desynchronizing,de,0,de-synchronizing
inaccuracy,in,0,in-accuracy
expressively,-,1,-
bottomed,-,1,-
income,-,1,-
undocumented,un,0,un-documented
disobediently,dis,0,dis-obediently
untidiness,un,0,un-tidiness
repeatable,-,1,-
unregistered,un,0,un-registered
unrestricted,un,0,un-restricted
function,-,1,-
uncritical,un,0,un-critical
handed,-,1,-
unstressed,un,0,un-stressed
arbitrable,-,1,-
nonconformist,non,0,non-conformist
uncertainty,un,0,un-certainty
superior,-,1,-
off-season,off,0,off--season
dispensableness,-,1,-
upstairs,-,1,-
armless,less,0,arm-less
de-ionate,de,0,de--ionate
desecrate,de,0,de-secrate
inaesthetic,in,0,in-aesthetic
insecurely,in,0,in-securely
hyperkalemia,-,1,-
fairness,-,1,-
trustiness,-,1,-
unconscientiousness,un,0,un-conscientiousness
unchanged,un,0,un-changed
nonterritorial,non,0,non-territorial
articulately,-,1,-
incaution,in,0,in-caution
onstage,-,1,-
export,-,1,-
artlessness,less,0,art-lessness
infernal,-,1,-
skinless,less,0,skin-less
undependableness,un,0,un-dependableness
mercifulness,-,1,-
unpublished,un,0,un-published
aggressive,-,1,-
conscientiousness,-,1,-
romantically,-,1,-
unsystematic,un,0,un-systematic
mutableness,-,1,-
unprecedentedly,un,0,un-precedentedly
perceptibly,-,1,-
irresponsibleness,ir,0,ir-responsibleness
unleaded,un,0,un-leaded
fair,-,1,-
snarl,-,1,-
attractive,-,1,-
saddle,-,1,-
nonexplosive,non,0,non-explosive
thermal,-,1,-
reducible,-,1,-
attractively,-,1,-
inexactness,in,0,in-exactness
disliked,dis,0,dis-liked
systematically,-,1,-
anticlinal,anti,0,anti-clinal
indecisively,in,0,in-decisively
steadiness,-,1,-
material,-,1,-
unconditional,un,0,un-conditional
affected,-,1,-
impermissibility,im,0,im-permissibility
unexcitable,un,0,un-excitable
scented,-,1,-
